Locus-name_V1_12X,Functional-annotation,Name-EC-KeggID,Updated-name,Network1,Network2
VIT_00s0186g00110,PHO1-like protein,PHO1,,vv50125Porters_cat_66_to_94,
VIT_00s0187g00010,No hit,,,,
VIT_00s0187g00020,No hit,,,,
VIT_00s0187g00030,Lysine-ketoglutarate reductase,E1_5_1_10,,vv10300Lysine_biosynthesis,
VIT_00s0187g00040,Cystatin,,,,
VIT_00s0187g00050,No hit,,,,
VIT_00s0187g00060,No hit,,,,
VIT_00s0187g00070,No hit,,,,
VIT_00s0187g00080,No hit,,,,
VIT_00s0187g00090,No hit,,,,
VIT_00s0187g00100,No hit,,,,
VIT_00s0187g00110,Cystatin,,,,
VIT_00s0187g00120,Cystatin,,,,
VIT_00s0187g00130,Tonoplast dicarboxylate transporter,SDAT,,vv50124Porters_cat_30_to_64,
VIT_00s0187g00140,Photosystem II 44 kDa reaction center psbC,K02705,,vv10195Photosynthesis,vv50135Primary_active_transporter_cat_D3_to_E2
VIT_00s0187g00150,E3 ubiquitin-protein ligase HUWE1,K10592,,vv24120Ubiquitin_mediated_proteolysis,vv50110Protein_coat
VIT_00s0187g00160,Ripening-related protein,,,,
VIT_00s0187g00170,Partial optokinetic response b,,,,
VIT_00s0187g00180,No hit,,,,
VIT_00s0187g00190,SWIB complex BAF60b domain-containing protein,SWIB_4,,vv60092SWIB,
VIT_00s0187g00200,Unknown protein,,,,
VIT_00s0187g00210,Rho GDP-dissociation inhibitor 2,,,,
VIT_00s0187g00220,Partial optokinetic response b,,,,
VIT_00s0187g00230,No hit,,,,
VIT_00s0187g00240,SWIB complex BAF60b domain-containing protein,SWIB_5,,vv60092SWIB,
VIT_00s0187g00250,Unknown,,,,
VIT_00s0187g00260,Alcohol O-fatty-acyltransferase long-chain-,E2_3_1_75,,vv11000Single_reactions,
VIT_00s0187g00270,V-type H+-transporting ATPase subunit H,K02153,,vv10190Oxidative_phosphorylation,vv44145Phagosome
VIT_00s0187g00280,Cellulase,E3_2_1_4,,vv40006Cell_wall,
VIT_00s0187g00290,IQ calmodulin-binding region; Apoptosis regulator Bcl-2 protein  BAG [Medicago truncatula],,,,
VIT_00s0187g00300,fumarylacetoacetase,E3_7_1_2,,vv10350Tyrosine_metabolism,
VIT_00s0187g00310,V-type H+-transporting ATPase subunit H,K02153,,vv10190Oxidative_phosphorylation,vv44145Phagosome
VIT_00s0187g00320,Cellulase,E3_2_1_4,,vv40006Cell_wall,
VIT_00s0187g00330,IQ calmodulin-binding region; Apoptosis regulator Bcl-2 protein  BAG [Medicago truncatula],,,,
VIT_00s0187g00340,fumarylacetoacetase,E3_7_1_2,,vv10350Tyrosine_metabolism,
VIT_00s0187g00350,Transcription initiation factor TFIIF alpha subunit,K03138,,vv23022Basal_transcription_factors,
VIT_00s0187g00360,Uclacyanin I,UCC1,,,
VIT_00s0187g00370,Blue (type 1) copper domain,,,,
VIT_00s0187g00380,Phosphatidate cytidylyltransferase,E2_7_7_41,,vv10564Glycerophospholipid_metabolism,vv34070Phosphatidylinositol_signaling_system
VIT_00s0188g00010,Protein phosphatase 2A 65 kDa regulatory subunit,K03456,,vv23015mRNA_surveillance_pathway,vv34020Calcium_signaling_pathway
VIT_00s0188g00020,Ribonuclease H,,,,
VIT_00s0188g00030,Copper-binding family protein,,,,
VIT_00s0188g00040,No hit,,,,
VIT_00s0188g00050,Aminopeptidase,,,,
VIT_00s0188g00060,Retrovirus Pol polyprotein,,,,
VIT_00s0188g00070,Phospholipid-transporting ATPase,K01530,,vv50131Primary_active_transporter_cat_A2_to_A4,
VIT_00s0188g00080,No hit,,,,
VIT_00s0188g00090,Dicarboxylate/tricarboxylate carrier (DTC),DTC,,vv50123Porters_cat_18_to_29,
VIT_00s0188g00100,Auxilin,,,,
VIT_00s0188g00110,Glucose-inhibited division family A,K03495,,,
VIT_00s0188g00120,Amino acid permease 2,AAP2,,vv50123Porters_cat_18_to_29,
VIT_00s0188g00130,Amino acid permease 2,AAP2,,vv50123Porters_cat_18_to_29,
VIT_00s0188g00140,Amino acid permease 4,AAP4,,vv50123Porters_cat_18_to_29,
VIT_00s0188g00150,Auxilin,,,,
VIT_00s0188g00160,Calmodulin-binding protein,,,,
VIT_00s0188g00170,Small nuclear ribonucleoprotein D3,K11088,,vv23040Spliceosome,
VIT_00s0188g00180,Pleckstrin homology (PH) domain-containing,,,,
VIT_00s0188g00190,Auxilin,,,,
VIT_00s0188g00200,No hit,,,,
VIT_00s0188g00210,Auxilin,,,,
VIT_00s0188g00220,No hit,,,,
VIT_00s0188g00230,No hit,,,,
VIT_00s0189g00010,Unknown protein,,,,
VIT_00s0189g00020,Wound-responsive protein,,,,
VIT_00s0189g00030,Phospholipid-transporting ATPase,K01530,,vv50131Primary_active_transporter_cat_A2_to_A4,
VIT_00s0189g00040,No hit,,,,
VIT_00s0189g00050,No hit,,,,
VIT_00s0189g00060,Gibberellin-regulated protein 4 (GASA4),GASA4,,vv30010Gibberellin_signaling,
VIT_00s0189g00070,Gibberellin-regulated protein 4 (GASA4),GASA4,,vv30010Gibberellin_signaling,
VIT_00s0189g00080,ADP-ribosylation factor,,,,
VIT_00s0189g00090,Unknown,,,,
VIT_00s0189g00100,No hit,,,,
VIT_00s0189g00110,CYP82C4,CYP82C4,,vv10902Monoterpenoid_biosynthesis,
VIT_00s0192g00010,No hit,,,,
VIT_00s0192g00020,ATP-dependent RNA helicase,,,,
VIT_00s0192g00030,TOR Signaling pathway regulator TIP41,TIP41,,,
VIT_00s0192g00040,No hit,,,,
VIT_00s0192g00050,Transposon,,,,
VIT_00s0192g00060,No hit,,,,
VIT_00s0192g00070,No hit,,,,
VIT_00s0192g00080,No hit,,,,
VIT_00s0192g00090,No hit,,,,
VIT_00s0192g00100,No hit,,,,
VIT_00s0192g00110,Retroelement pol polyprotein,,,,
VIT_00s0192g00120,FtsH protease 4 ftsh4,FTSH4,,,
VIT_00s0192g00130,Ribosomal protein L8 (RPL8C) 60S,K02938,,vv23010Ribosome,
VIT_00s0192g00140,No hit,,,,
VIT_00s0193g00010,No hit,,,,
VIT_00s0193g00020,No hit,,,,
VIT_00s0193g00030,Pentatricopeptide (PPR) repeat-containing protein,,,,
VIT_00s0193g00040,No hit,,,,
VIT_00s0193g00050,Ankyrin repeat protein,,,,
VIT_00s0193g00060,Polyprotein,,,,
VIT_00s0193g00070,No hit,,,,
VIT_00s0193g00080,Ankyrin,K10380,,vv50108Accessory_factors_involved_in_transport,
VIT_00s0193g00090,No hit,,,,
VIT_00s0193g00100,No hit,,,,
VIT_00s0193g00110,Ankyrin repeat protein,,,,
VIT_00s0193g00120,Retroelement pol polyprotein,,,,
VIT_00s0193g00130,Copia protein,,,,
VIT_00s0193g00140,Pol polyprotein,,,,
VIT_00s0193g00150,Ankyrin,K10380,,,
VIT_00s0193g00160,Ankyrin,K10380,,,
VIT_00s0193g00170,No hit,,,,
VIT_00s0194g00010,Phenylalanine-tRNA ligase,E6_1_1_20,,vv10400Phenylalanine_tyrosine_and_tryptophan_biosynthesis,vv20970Aminoacyl-tRNA_biosynthesis
VIT_00s0194g00020,DNA-directed RNA polymerase II subunit D,K03012,,vv23020RNA_polymerase,
VIT_00s0194g00030,Heat shock protein 81-2 (HSP81-2),K04079,,vv24141Protein_processing_in_endoplasmic_reticulum,vv34626Plant-pathogen_interaction
VIT_00s0194g00040,No hit,,,,
VIT_00s0194g00050,Calcineurin B protein 3,E3_1_3_16,,,
VIT_00s0194g00060,No hit,,,,
VIT_00s0194g00070,Constans-like 10,COL10_1,,vv30009Flower_development,vv34710Circadian_rhythm
VIT_00s0194g00080,Phototropic-responsive NPH3,,,,
VIT_00s0194g00090,forkhead-associated domain-containing protein,FHADOM_6,,vv60028FHA,
VIT_00s0194g00100,No pollen (Osnop),,,,
VIT_00s0194g00110,4-nitrophenylphosphatase,E3_1_3_18,,vv10630Glyoxylate_and_dicarboxylate_metabolism,
VIT_00s0194g00120,Serine acetyltransferase,E2_3_1_30,,vv10272Cysteine_metabolism,vv10920Sulfur_metabolism
VIT_00s0194g00130,Transcriptional adaptor (ADA2b)PROPORZ1,PROPORZ1,,vv30003Auxin_signaling,vv30007Cytokinin_signaling
VIT_00s0194g00140,Agenet domain-containing protein,,,,
VIT_00s0194g00150,Agenet domain-containing protein,,,,
VIT_00s0194g00160,Unknown protein,,,,
VIT_00s0194g00170,TPD1 (tapetum determinant 1),,,,
VIT_00s0194g00180,Unknown protein,,,,
VIT_00s0194g00190,No hit,,,,
VIT_00s0194g00200,FAR1-related sequence 10,FRS10_2,,vv60071Orphans_far-red,
VIT_00s0194g00210,KCO1 (two pore K channel),K05389_KCO1,,vv50101Channels_and_pores,
VIT_00s0194g00220,Unknown,,,,
VIT_00s0194g00230,No hit,,,,
VIT_00s0194g00240,No hit,,,,
VIT_00s0194g00250,KCO1 (two pore K channel),K05389_KCO1,,vv50101Channels_and_pores,
VIT_00s0194g00260,Microtubule associated protein (MAP70-5),MAP705,,vv44810Regulation_of_actin_cytoskeleton,
VIT_00s0194g00270,RNA-binding protein P67  Chloroplast,,,,
VIT_00s0194g00280,Cyclin D3_1,CYCD3_1,,vv44110Cell_cycle,
VIT_00s0194g00290,4-hydroxy-3-methylbut-2-enyl diphosphate reductase,E1_17_1_2,,vv10100Biosynthesis_of_steroids,
VIT_00s0194g00300,Proline-rich family protein,,,,
VIT_00s0194g00310,RNA-binding protein P67  Chloroplast,,,,
VIT_00s0194g00320,No hit,,,,
VIT_00s0194g00330,Proline-rich family protein,,,,
VIT_00s0194g00340,No hit,,,,
VIT_00s0194g00350,D1 protease,,,,
VIT_00s0194g00360,Histone H2A.4 HTA12,H2A4,,,
VIT_00s0194g00370,Copia protein,,,,
VIT_00s0194g00380,No hit,,,,
VIT_00s0198g00010,Unknown,,,,
VIT_00s0198g00020,ATP binding,,,,
VIT_00s0198g00030,No hit,,,,
VIT_00s0198g00040,CTV.22,,,,
VIT_00s0198g00050,No hit,,,,
VIT_00s0198g00060,Ribosomal protein S7 30S,K02992,,vv23010Ribosome,
VIT_00s0198g00070,Copia,,,,
VIT_00s0198g00080,Copia protein,,,,
VIT_00s0198g00090,CTV.22,,,,
VIT_00s0198g00100,Molecular chaperone DnaK,K04043,,vv23018RNA_degradation,vv50101Channels_and_pores
VIT_00s0198g00110,No hit,,,,
VIT_00s0198g00120,No hit,,,,
VIT_00s0198g00130,No hit,,,,
VIT_00s0198g00140,No hit,,,,
VIT_00s0198g00150,No hit,,,,
VIT_00s0198g00160,AAA-type ATPase,,,,
VIT_00s0198g00170,AAA-type ATPase,,,,
VIT_00s0198g00180,Unknown,,,,
VIT_00s0199g00010,No hit,,,,
VIT_00s0199g00020,Thymidylate synthase,E2_1_1_45,,vv10240Pyrimidine_metabolism,vv10670One_carbon_pool_by_folate
VIT_00s0199g00030,Ubiquitin-specific protease 16,,,,
VIT_00s0199g00040,No hit,,,,
VIT_00s0199g00050,2-oxoglutarate/malate carrier protein  Mitochondrial,OXMACP,,vv50123Porters_cat_18_to_29,
VIT_00s0199g00060,Pleckstriny (PH) domain-containing protein,RHOGAP,,vv50109Incompletely_characterized_transport_systems,
VIT_00s0199g00070,Pleckstriny (PH) domain-containing protein,RHOGAP,,vv50109Incompletely_characterized_transport_systems,
VIT_00s0199g00080,Unknown protein,,,,
VIT_00s0199g00090,Unknown protein,,,,
VIT_00s0199g00100,Unknown protein,,,,
VIT_00s0199g00110,Threonine endopeptidase,E3_4_25_1,,,
VIT_00s0199g00120,Heat shock protein binding,,,,
VIT_00s0199g00130,Cysteine desulfurase,E2_8_1_7,,vv10730Thiamine_metabolism,vv24122Sulfur_relay_system
VIT_00s0199g00140,14-3-3 protein GF14 kappa (GRF8),,,,
VIT_00s0199g00150,Threonine endopeptidase,E3_4_25_1,,,
VIT_00s0199g00160,Heat shock protein binding,,,,
VIT_00s0199g00170,Cysteine desulfurase,E2_8_1_7,,vv10730Thiamine_metabolism,vv24122Sulfur_relay_system
VIT_00s0199g00180,Reverse transcriptase,,,,
VIT_00s0199g00190,14-3-3 protein GF14 kappa (GRF8),,,,
VIT_00s0199g00200,SWI1 (switch1),,,,
VIT_00s0199g00210,Cyclin delta-2 (CYCD2),CYCD2_1,,vv44110Cell_cycle,
VIT_00s0199g00220,Phosphofructokinase,E2_7_1_90,,vv10051Fructose_and_mannose_metabolism,
VIT_00s0199g00230,Unknown,,,,
VIT_00s0199g00240,Pyrophosphate-fructose-6-phosphate 1-phosphotransferase,E2_7_1_90,,vv10051Fructose_and_mannose_metabolism,
VIT_00s0199g00250,Zinc finger homeobox 22,ZFHB22_2,,vv60068Zf-HD,
VIT_00s0199g00260,GLABRA2 expression modulator,GLABRAEM,,vv44110Cell_cycle,
VIT_00s0199g00270,Unknown protein,,,,
VIT_00s0199g00280,No hit,,,,
VIT_00s0199g00290,No hit,,,,
VIT_00s0199g00300,Protein transport protein SFT1,K08505,,vv24130SNARE_interactions_in_vesicular_transport,
VIT_00s0199g00310,No hit,,,,
VIT_00s0201g00010,No hit,,,,
VIT_00s0201g00020,Pentatricopeptide repeat-containing protein,,,,
VIT_00s0201g00030,No hit,,,,
VIT_00s0201g00040,Transposase,,,,
VIT_00s0201g00050,Copia protein,,,,
VIT_00s0201g00060,Unknown protein,,,,
VIT_00s0201g00070,HhH-GPD base excision DNA repair family protein,,,,
VIT_00s0201g00080,No hit,,,,
VIT_00s0201g00090,Annexin ANN4,ANN4,,vv50101Channels_and_pores,
VIT_00s0202g00010,No hit,,,,
VIT_00s0202g00020,No hit,,,,
VIT_00s0202g00030,Ankyrin repeat protein,,,,
VIT_00s0202g00040,Ankyrin repeat protein,,,,
VIT_00s0202g00050,Unknown,,,,
VIT_00s0202g00060,Pentatricopeptide repeat-containing protein,,,,
VIT_00s0202g00070,No hit,,,,
VIT_00s0202g00080,No hit,,,,
VIT_00s0202g00090,No hit,,,,
VIT_00s0203g00010,No hit,,,,
VIT_00s0203g00020,No hit,,,,
VIT_00s0203g00030,No hit,,,,
VIT_00s0203g00040,Vesicle-associated membrane protein,VAMPREL,,vv50109Incompletely_characterized_transport_systems,
VIT_00s0203g00050,Receptor-interacting protein,,,,
VIT_00s0203g00060,3'(2') 5'-bisphosphate nucleotidase,E3_1_3_7,,vv10920Sulfur_metabolism,
VIT_00s0203g00070,Myb domain protein 102,MYB102_4,MYB143,vv60044MYB,
VIT_00s0203g00080,Mother of ft (MFT),,,,
VIT_00s0203g00090,Equilibrative nucleoside transporter ENT3,ENT3,,vv10908Zeatin_biosynthesis,vv50124Porters_cat_30_to_64
VIT_00s0203g00100,AarF domain-containing kinase ABC1,K08869,,,
VIT_00s0203g00110,Jumonji (jmjC),JMJD1C_1,,vv60038Jumonji,
VIT_00s0203g00120,Jumonji (jmjC),JMJD1C_4,,vv60038Jumonji,
VIT_00s0203g00130,Equilibrative nucleoside transporter ENT3,ENT3,,vv10908Zeatin_biosynthesis,vv50124Porters_cat_30_to_64
VIT_00s0203g00140,Octicosapeptide/Phox/Bem1p (PB1) domain-containing protein,,,,
VIT_00s0203g00150,Octicosapeptide/Phox/Bem1p (PB1) domain-containing protein,,,,
VIT_00s0203g00160,Cyclin D-type,CYCD6_1,,vv44110Cell_cycle,
VIT_00s0203g00170,Myb domain protein 92,MYB92_1,MYB136,vv60044MYB,
VIT_00s0203g00180,Unknown protein,,,,
VIT_00s0203g00190,Nitric oxide synthase interacting protein,K13125,,,
VIT_00s0203g00200,Universal stress protein (USP) family protein,,,,
VIT_00s0203g00210,Zinc finger (B-box type),ZFBBOX_12,,vv60073Orphans_zf-b_box,
VIT_00s0203g00220,S-locus lectin protein kinase,,,,
VIT_00s0204g00010,No hit,,,,
VIT_00s0204g00020,Transcription factor,TRIHELIXDOM_15,,vv60062Trihelix,
VIT_00s0204g00030,Cationic amino acid transporter 6,CAT6,,vv50121Porters_cat_1_to_6,
VIT_00s0204g00040,Unknown protein,,,,
VIT_00s0204g00050,Copia protein,,,,
VIT_00s0204g00060,Retrovirus Pol polyprotein,,,,
VIT_00s0204g00070,Unknown protein,,,,
VIT_00s0204g00080,TRNA/rRNA methyltransferase (SpoU),K02533,,,
VIT_00s0204g00090,Ribonuclease H,,,,
VIT_00s0204g00100,Transposon,,,,
VIT_00s0204g00110,TRNA/rRNA methyltransferase (SpoU),K02533,,,
VIT_00s0204g00120,Subtilisin-like serine protease 3,SLP3,,vv50101Channels_and_pores,
VIT_00s0204g00130,Unknown,,,,
VIT_00s0204g00140,Retroelement pol polyprotein,,,,
VIT_00s0204g00150,Glutamate dehydrogenase 2,E1_4_1_2,,vv10251Glutamate_metabolism,vv10910Nitrogen_metabolism
VIT_00s0204g00160,Glutamate dehydrogenase 2,E1_4_1_2,,vv10251Glutamate_metabolism,vv10910Nitrogen_metabolism
VIT_00s0204g00170,Lil3 protein,LIL3_1,,,
VIT_00s0204g00180,Ankyrin repeat,,,,
VIT_00s0204g00190,Retrovirus Pol polyprotein,,,,
VIT_00s0204g00200,Retrovirus Pol polyprotein,,,,
VIT_00s0204g00210,Ankyrin repeat protein family,K10380,,vv50108Accessory_factors_involved_in_transport,
VIT_00s0204g00220,ATP-dependent Clp protease proteolytic subunit (ClpP4),E3_4_21_92,,,
VIT_00s0204g00230,No hit,,,,
VIT_00s0207g00010,Anthranilate N-benzoyltransferase protein 1,E2_3_1_144,,vv10400Phenylalanine_tyrosine_and_tryptophan_biosynthesis,
VIT_00s0207g00020,Unknown protein,,,,
VIT_00s0207g00030,No hit,,,,
VIT_00s0207g00040,No hit,,,,
VIT_00s0207g00050,No hit,,,,
VIT_00s0207g00060,Unknown protein,,,,
VIT_00s0207g00070,HAD-superfamily hydrolase  subfamily IIA,K07025,,,
VIT_00s0207g00080,UDP-galactose transporter 6,UTR6,,vv50122Porters_cat_7_to_17,
VIT_00s0207g00090,Ring zinc finger ariadne protein ARI5,,,,
VIT_00s0207g00100,Metallophosphoesterase,,,,
VIT_00s0207g00110,Antigen receptor,,,,
VIT_00s0207g00120,Ternary complex factor MIP1,,,,
VIT_00s0207g00130,Pathogenesis-related protein 1 precursor (PRP 1),PRP1,,vv30011Jasmonate_signaling,vv34626Plant-pathogen_interaction
VIT_00s0207g00140,Allergen V5/Tpx-1,,,,
VIT_00s0207g00150,Ternary complex factor MIP1,,,,
VIT_00s0207g00160,Pathogenesis-related protein 1 precursor (PRP 1),PRP1,,vv30011Jasmonate_signaling,vv34626Plant-pathogen_interaction
VIT_00s0207g00170,Allergen V5/Tpx-1,,,,
VIT_00s0207g00180,Unknown protein,,,,
VIT_00s0207g00190,Pentatricopeptide (PPR) repeat-containing protein,,,,
VIT_00s0207g00200,Integral membrane protein  putative,,,,
VIT_00s0207g00210,Photosystem II PsbO protein,K02716,,vv10195Photosynthesis,vv50113Thylakoid_targeting_pathway
VIT_00s0207g00220,Cold acclimation protein,,,,
VIT_00s0207g00230,Phototropic-responsive NPH3,,,,
VIT_00s0207g00240,Tetratricopeptide repeat (TPR)-containing,,,,
VIT_00s0207g00250,No hit,,,,
VIT_00s0207g00260,No hit,,,,
VIT_00s0207g00270,Thioredoxin family,,,,
VIT_00s0207g00280,WAK receptor protein kinase,,,,
VIT_00s0207g00290,No hit,,,,
VIT_00s0207g00300,No hit,,,,
VIT_00s0208g00010,Pol polyprotein,,,,
VIT_00s0208g00020,COP9 signalosome complex subunit 4,,,,
VIT_00s0208g00030,Calmodulin binding protein,,,,
VIT_00s0208g00040,Polyprotein,,,,
VIT_00s0208g00050,Multidrug resistance-associated protein 3,MRP3,,vv52010ABC_transporters,
VIT_00s0208g00060,No hit,,,,
VIT_00s0208g00070,No hit,,,,
VIT_00s0208g00080,Oxidosqualene Cyclase,E5_4_99_7,,vv10100Biosynthesis_of_steroids,
VIT_00s0208g00090,Unknown,,,,
VIT_00s0208g00100,Unknown,,,,
VIT_00s0208g00110,No hit,,,,
VIT_00s0208g00120,No hit,,,,
VIT_00s0208g00130,CBL-interacting protein kinase 23,,,,
VIT_00s0208g00140,Integrase,,,,
VIT_00s0208g00150,Retrovirus Pol polyprotein,,,,
VIT_00s0211g00010,Endoribonuclease E-like protein,,,,
VIT_00s0211g00020,ABC transporter G member 29,ABCG29,,vv52010ABC_transporters,
VIT_00s0211g00030,Symbiosis receptor kinase,,,,
VIT_00s0211g00040,Nodulation receptor kinase,,,,
VIT_00s0211g00050,Protein BRICK1 (AtBRK1),K05752,,vv44810Regulation_of_actin_cytoskeleton,
VIT_00s0211g00060,Metalloendopeptidase,,,,
VIT_00s0211g00070,Glycine hydroxymethyltransferase,E2_1_2_1,,vv10260Glycine_serine_and_threonine_metabolism,vv10460Cyanoamino_acid_metabolism
VIT_00s0211g00080,Serine hydroxymethyltransferase 2,E2_1_2_1,,vv10260Glycine_serine_and_threonine_metabolism,vv10670One_carbon_pool_by_folate
VIT_00s0211g00090,Serine hydroxymethyltransferase 2,E2_1_2_1,,vv10260Glycine_serine_and_threonine_metabolism,vv10670One_carbon_pool_by_folate
VIT_00s0211g00100,Glycine hydroxymethyltransferase,E2_1_2_1,,vv10260Glycine_serine_and_threonine_metabolism,vv10460Cyanoamino_acid_metabolism
VIT_00s0211g00110,MADS-box agamous-like 17,AGL17,,vv60042MADS,
VIT_00s0211g00120,Glycine hydroxymethyltransferase,E2_1_2_1,,vv10260Glycine_serine_and_threonine_metabolism,vv10460Cyanoamino_acid_metabolism
VIT_00s0211g00130,Unknown,,,,
VIT_00s0211g00140,MADS-box agamous-like 21,AGL21_6,,vv60042MADS,
VIT_00s0211g00150,MADS-box agamous-like 21,AGL21_7,,vv60042MADS,
VIT_00s0211g00160,Serine hydroxymethyltransferase 1,E2_1_2_1,,vv10260Glycine_serine_and_threonine_metabolism,vv10670One_carbon_pool_by_folate
VIT_00s0211g00170,Unknown,,,,
VIT_00s0211g00180,MADS-box agamous-like 21,AGL21_8,,vv60042MADS,
VIT_00s0211g00190,Lectin protein kinase,,,,
VIT_00s0213g00010,AAA-type ATPase family,,,,
VIT_00s0213g00020,AAA-type ATPase,,,,
VIT_00s0213g00030,Integrase,,,,
VIT_00s0213g00040,AAA-type ATPase,,,,
VIT_00s0213g00050,AAA-type ATPase,,,,
VIT_00s0213g00060,Transposon,,,,
VIT_00s0213g00070,No hit,,,,
VIT_00s0213g00080,No hit,,,,
VIT_00s0213g00090,CTV.22,,,,
VIT_00s0213g00100,No hit,,,,
VIT_00s0213g00110,No hit,,,,
VIT_00s0214g00010,DnaJ homolog  subfamily C  member 13,K09533,,vv50132Primary_active_transporter_cat_A5_to_A8,
VIT_00s0214g00020,TORMOZembryo defective UTP13,K14555,,vv23008Ribosome_biogenesis_in_Eukaryotes,
VIT_00s0214g00030,No hit,,,,
VIT_00s0214g00040,Lectin phloem protein 2-like B1 PP2-B1,,,,
VIT_00s0214g00050,No hit,,,,
VIT_00s0214g00060,F-box protein PP2-B2,,,,
VIT_00s0214g00070,ABC transporter C member 9,K05033,,vv52010ABC_transporters,
VIT_00s0214g00080,WD-40 repeat family protein / beige-related,,,,
VIT_00s0214g00090,F-box protein PP2-B10 (Protein phloem protein 2-like B10),,,,
VIT_00s0214g00100,No hit,,,,
VIT_00s0214g00110,No hit,,,,
VIT_00s0214g00120,F-box family protein,,,,
VIT_00s0214g00130,F-box family protein,,,,
VIT_00s0214g00140,Copia protein,,,,
VIT_00s0214g00150,F-box protein PP2-B1 (Protein phloem protein 2-like B1),,,,
VIT_00s0214g00160,Lectin  phloem-specific,,,,
VIT_00s0214g00170,Actin-related protein 7,ARP7,,vv44810Regulation_of_actin_cytoskeleton,
VIT_00s0214g00180,Unknown,,,,
VIT_00s0215g00010,Lateral organ boundaries Domain 6,LBD6_2,,vv60007AS2,
VIT_00s0215g00020,Protease Do-like 10,,,,
VIT_00s0215g00030,Autophagy 4a (APG4a),K08342,,vv44140Regulation_of_autophagy,
VIT_00s0215g00040,Proteasome 26S regulatory subunit (RPN2),K03032,,vv23050Proteasome,
VIT_00s0215g00050,Proteasome 26S regulatory subunit (RPN2),K03032,,vv23050Proteasome,
VIT_00s0215g00060,RNase H,K01163,,,
VIT_00s0215g00070,ADP-ribosylation factor,,,,
VIT_00s0215g00080,No hit,,,,
VIT_00s0215g00090,Unknown protein,,,,
VIT_00s0215g00100,RHO-related protein from plants 2 ROP2,ROP2,,,
VIT_00s0215g00110,Sphingosine kinase,E2_7_1_91,,vv10600Sphingolipid_metabolism,vv34020Calcium_signaling_pathway
VIT_00s0216g00010,Unknown,,,,
VIT_00s0216g00020,Glycosyl transferase family 8 protein,,,,
VIT_00s0216g00030,Nuclear transport factor 2 (NTF2),NTF2,,vv50133Primary_active_transporter_cat_A9_to_A18,
VIT_00s0216g00040,ER lumen protein retaining receptor,,,,
VIT_00s0216g00050,No hit,,,,
VIT_00s0216g00060,Nuclear transport factor 2 (NTF2),NTF2,,vv50133Primary_active_transporter_cat_A9_to_A18,
VIT_00s0216g00070,Unknown,,,,
VIT_00s0218g00010,Cinnamyl alcohol dehydrogenase,E1_1_1_195,,vv10940Phenylpropanoid_biosynthesis,
VIT_00s0218g00020,Transposon,,,,
VIT_00s0218g00030,ELO1 (ELONGATA 1),,,,
VIT_00s0218g00040,Dof zinc finger protein DOF4.7,DOF4_7,,vv60015C2C2-DOF,
VIT_00s0218g00050,Kinesin motor protein,KMOTOR,,vv44810Regulation_of_actin_cytoskeleton,
VIT_00s0218g00060,Methylmalonate semi-aldehyde dehydrogenase,E1_2_1_27,,vv10280Valine_leucine_and_isoleucine_degradation,vv10640Propanoate_metabolism
VIT_00s0218g00070,Methylmalonate semi-aldehyde dehydrogenase,E1_2_1_27,,vv10280Valine_leucine_and_isoleucine_degradation,vv10640Propanoate_metabolism
VIT_00s0218g00080,Exostosin family protein,K02366,,vv11030Glycan_structures-biosynthesis1,
VIT_00s0218g00090,Exostosin family protein,K02366,,vv11030Glycan_structures-biosynthesis1,
VIT_00s0218g00100,Metal transporter Nramp6,NRAMP6,,vv50124Porters_cat_30_to_64,
VIT_00s0218g00110,1-deoxy-D-xylulose-5-phosphate synthase  chloroplast precursor,E2_2_1_7,,vv10100Biosynthesis_of_steroids,
VIT_00s0218g00120,Pentatricopeptide (PPR) repeat-containing protein,,,,
VIT_00s0218g00130,Anthocyanidine rhamnosyl-transferase,RHATR,,vv10942Anthocyanin_biosynthesis,
VIT_00s0218g00140,Anthocyanidine rhamnosyl-transferase,RHATR,,vv10942Anthocyanin_biosynthesis,
VIT_00s0218g00150,UDP-rhamnose/rhamnosyltransferase,RHATR,,vv10942Anthocyanin_biosynthesis,
VIT_00s0218g00160,UDP-rhamnose:rhamnosyltransferase,RHATR,,vv10942Anthocyanin_biosynthesis,
VIT_00s0218g00170,UDP-rhamnose/rhamnosyltransferase,RHATR,,vv10942Anthocyanin_biosynthesis,
VIT_00s0218g00180,Geranylgeranyl transferase type-2 beta subunit.,E2_5_1_60,,vv10100Biosynthesis_of_steroids,
